type,title,release_year,rating,listed_in,movie_duration,series_duration,cluster,sub_cluster
Movie,The Forbidden Kingdom,2008,PG-13,"Action & Adventure, Sci-Fi & Fantasy",104.0,0,2,14.0
Movie,The Force,2017,TV-MA,Documentaries,92.0,0,2,17.0
Movie,The Foreigner,2017,R,"Action & Adventure, International Movies",113.0,0,2,11.0
Movie,The Forgotten,2014,TV-MA,Horror Movies,89.0,0,2,13.0
TV Show,The Fosters,2017,TV-14,TV Dramas,0.0,5,0,0.0
Movie,The Founder,2016,PG-13,Dramas,115.0,0,2,9.0
Movie,The Free Man,2016,TV-PG,"Documentaries, Sports Movies",84.0,0,2,8.0
Movie,The Frozen Ground,2013,R,"Dramas, Thrillers",106.0,0,2,10.0
TV Show,The Furchester Hotel,2015,TV-Y,"British TV Shows, Kids' TV",0.0,2,3,4.0
TV Show,The Future of Water,2007,TV-PG,"Docuseries, International TV Shows, Science & Nature TV",0.0,1,3,3.0
Movie,The Gathering,2003,TV-14,"Comedies, Dramas, International Movies",124.0,0,2,4.0
Movie,The Gentleman Driver,2018,TV-MA,"Documentaries, Sports Movies",83.0,0,2,17.0
Movie,The Ghost Who Walks,2019,TV-MA,"Dramas, Independent Movies, Thrillers",107.0,0,2,3.0
Movie,The Girl with the Dragon Tattoo,2011,R,"Dramas, Thrillers",158.0,0,2,10.0
TV Show,The Golden Years with Javed Akhtar,2016,TV-G,"Docuseries, International TV Shows",0.0,1,3,7.0
Movie,The Golem,2018,TV-MA,"Horror Movies, Independent Movies, International Movies",95.0,0,2,13.0
Movie,The Good Catholic,2017,PG-13,"Comedies, Dramas, Romantic Movies",97.0,0,2,9.0
Movie,The Good Neighbor,2016,TV-MA,"Dramas, Independent Movies, Thrillers",97.0,0,2,3.0
Movie,"The Goods: Live Hard, Sell Hard",2009,R,Comedies,89.0,0,2,11.0
Movie,The Gospel of John,2014,TV-14,"Dramas, Faith & Spirituality",161.0,0,2,15.0
Movie,The Gospel of Luke,2015,TV-14,"Dramas, Faith & Spirituality",205.0,0,2,15.0
Movie,The Gospel of Mark,2015,TV-14,"Dramas, Faith & Spirituality",123.0,0,2,15.0
Movie,The Gospel of Matthew,2014,TV-14,"Dramas, Faith & Spirituality",190.0,0,2,15.0
Movie,The Great Battle,2018,TV-MA,"Action & Adventure, Dramas, International Movies",136.0,0,2,7.0
TV Show,The Great British Baking Show: Masterclass,2018,TV-PG,"British TV Shows, Reality TV",0.0,4,0,0.0
Movie,The Great Gambler,1979,TV-14,"Action & Adventure, Classic Movies, Cult Movies",161.0,0,1,0.0
Movie,The Great Raid,2005,R,"Action & Adventure, Dramas",133.0,0,2,10.0
TV Show,The Great Train Robbery,2013,NR,"British TV Shows, Crime TV Shows, International TV Shows",0.0,1,3,11.0
Movie,The Green Hornet,2011,PG-13,"Action & Adventure, Comedies",119.0,0,2,14.0
TV Show,The Guild,2013,TV-MA,TV Comedies,0.0,1,3,15.0
Movie,The Hatred,2017,R,Horror Movies,94.0,0,2,11.0
Movie,The Haunting of Molly Hartley,2008,PG-13,"Horror Movies, Thrillers",85.0,0,2,14.0
Movie,The Healer,2017,TV-14,"Children & Family Movies, Dramas, Faith & Spirituality",108.0,0,2,15.0
Movie,The Heat: A Kitchen (R)evolution,2018,TV-MA,Documentaries,71.0,0,2,17.0
Movie,The Help,2011,PG-13,Dramas,147.0,0,2,9.0
Movie,The Heretics,2017,TV-MA,Horror Movies,88.0,0,2,13.0
Movie,The Heroes of Evil,2015,TV-MA,"Dramas, International Movies",99.0,0,2,7.0
Movie,The Heyday of the Insensitive Bastards,2017,TV-MA,"Dramas, Independent Movies",96.0,0,2,3.0
Movie,The Hollow Point,2016,R,Action & Adventure,97.0,0,2,11.0
Movie,The Holy Man,2005,TV-14,"Comedies, Faith & Spirituality, International Movies",92.0,0,2,4.0
TV Show,The Homecoming,2015,TV-PG,"International TV Shows, Korean TV Shows, Reality TV",0.0,1,3,5.0
Movie,The House on Coco Road,2016,TV-14,Documentaries,79.0,0,2,12.0
TV Show,The House That Made Me,2015,TV-PG,"International TV Shows, Reality TV",0.0,3,3,8.0
Movie,The Human Factor: The Untold Story of the Bombay Film Orchestras,2013,TV-PG,"Documentaries, International Movies, Music & Musicals",53.0,0,2,8.0
Movie,The Humanity Bureau,2017,R,"Action & Adventure, Sci-Fi & Fantasy",94.0,0,2,11.0
Movie,The Hundred-Foot Journey,2014,PG,"Comedies, Dramas",123.0,0,2,2.0
TV Show,The Hunt,2015,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",0.0,1,3,3.0
Movie,The Hurricane Heist,2018,PG-13,Action & Adventure,103.0,0,2,14.0
Movie,The Hurt Business,2016,PG-13,"Documentaries, Sports Movies",111.0,0,2,18.0
Movie,The Imaginarium of Doctor Parnassus,2009,PG-13,"Action & Adventure, Sci-Fi & Fantasy",123.0,0,2,14.0
TV Show,The Inbetweeners,2010,TV-MA,"British TV Shows, TV Comedies",0.0,3,3,16.0
Movie,The Incident,2014,TV-MA,"International Movies, Sci-Fi & Fantasy, Thrillers",100.0,0,2,13.0
Movie,The Incredible Story of the Giant Pear,2018,TV-G,Children & Family Movies,75.0,0,2,16.0
Movie,The Incredibles 2,2018,PG,"Children & Family Movies, Comedies",118.0,0,2,2.0
Movie,The Indian in the Cupboard,1995,PG,"Children & Family Movies, Dramas",96.0,0,1,1.0
Movie,The Informant!,2009,R,"Comedies, Dramas",108.0,0,2,10.0
Movie,The Intent,2016,TV-MA,"Dramas, International Movies, Thrillers",99.0,0,2,7.0
Movie,The Intent 2: The Come Up,2018,TV-MA,"Dramas, International Movies",103.0,0,2,7.0
Movie,The Invention of Lying,2009,PG-13,"Comedies, Romantic Movies",99.0,0,2,14.0
TV Show,The Investigator: A British Crime Story,2018,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",0.0,2,3,14.0
Movie,The Invitation,2015,TV-MA,"Horror Movies, Independent Movies, Thrillers",100.0,0,2,13.0
TV Show,The Irish Mob,2008,TV-MA,"Crime TV Shows, Docuseries",0.0,1,3,14.0
Movie,The Iron Lady,2011,PG-13,"Dramas, International Movies",105.0,0,2,9.0
Movie,The Jack King Affair,2015,TV-14,"Documentaries, International Movies",52.0,0,2,12.0
TV Show,The Jaime Maussan Show,2010,TV-PG,"Docuseries, International TV Shows, Spanish-Language TV Shows",0.0,1,3,7.0
Movie,The Jane Austen Book Club,2007,PG-13,"Comedies, Dramas, Romantic Movies",106.0,0,2,9.0
TV Show,The Jungle Book,2010,TV-Y7,Kids' TV,0.0,1,3,13.0
Movie,The Jungle School,2013,TV-PG,"Dramas, International Movies",90.0,0,2,1.0
Movie,The Keeping Hours,2017,PG-13,"Dramas, Thrillers",95.0,0,2,9.0
TV Show,The Kindness Diaries,2019,TV-PG,Reality TV,0.0,1,3,5.0
Movie,The King's Speech,2010,R,"Dramas, International Movies",118.0,0,2,10.0
TV Show,The L Word,2009,TV-MA,"Romantic TV Shows, TV Dramas",0.0,6,0,0.0
TV Show,The Lady in Dignity,2017,TV-MA,"International TV Shows, Korean TV Shows, TV Dramas",0.0,1,3,2.0
Movie,The Lake House,2006,PG,"Dramas, Romantic Movies, Sci-Fi & Fantasy",98.0,0,2,9.0
Movie,The Lamb,2017,PG,"Children & Family Movies, Faith & Spirituality",86.0,0,2,2.0
Movie,The Land of the Enlightened,2016,TV-MA,"Documentaries, International Movies",84.0,0,2,17.0
Movie,The Last Days of Chez Nous,1992,R,"Classic Movies, Dramas",93.0,0,1,1.0
Movie,The Last Exorcism,2010,PG-13,"Horror Movies, Independent Movies, Thrillers",88.0,0,2,14.0
Movie,The Last Face,2016,R,Dramas,131.0,0,2,10.0
Movie,The Last Hangover,2018,TV-MA,"Comedies, International Movies",44.0,0,2,6.0
Movie,The Last Man on the Moon,2014,TV-PG,Documentaries,96.0,0,2,8.0
Movie,The Last Resort,2018,TV-14,Documentaries,70.0,0,2,12.0
Movie,The Last Whistle,2019,PG,"Dramas, Sports Movies",88.0,0,2,9.0
Movie,The Legend of 420,2017,TV-MA,Documentaries,87.0,0,2,17.0
Movie,The Legend of Michael Mishra,2016,TV-14,"Comedies, Dramas, International Movies",118.0,0,2,4.0
TV Show,The Liar,2013,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",0.0,1,3,10.0
Movie,The Little Hours,2017,R,"Comedies, Independent Movies",89.0,0,2,11.0
Movie,The Little Mermaid,2018,PG,"Children & Family Movies, Dramas",85.0,0,2,2.0
Movie,The Little Prince,2015,PG,Children & Family Movies,107.0,0,2,2.0
Movie,The Lives of Others,2006,R,"Dramas, International Movies, Thrillers",138.0,0,2,10.0
TV Show,The Lizzie Borden Chronicles,2015,TV-14,"Crime TV Shows, TV Dramas, TV Thrillers",0.0,1,3,10.0
Movie,The Lobster,2015,R,"Comedies, International Movies, Romantic Movies",119.0,0,2,6.0
Movie,The Lodgers,2017,R,"Horror Movies, International Movies",93.0,0,2,11.0
Movie,The Long Goodbye: The Kara Tippetts Story,2019,TV-PG,"Documentaries, Faith & Spirituality",87.0,0,2,8.0
Movie,The Longest Yard,1974,R,"Classic Movies, Comedies, Sports Movies",121.0,0,1,0.0
Movie,The Longshots,2008,PG,"Comedies, Dramas, Sports Movies",95.0,0,2,2.0
Movie,The Look of Silence,2014,PG-13,"Documentaries, International Movies",103.0,0,2,18.0
Movie,The Lord of the Rings: The Return of the King,2003,PG-13,"Action & Adventure, Sci-Fi & Fantasy",201.0,0,1,1.0
Movie,The Lord of the Rings: The Two Towers,2002,PG-13,"Action & Adventure, Sci-Fi & Fantasy",179.0,0,1,1.0
Movie,The Love Guru,2008,PG-13,"Comedies, Sports Movies",87.0,0,2,14.0
Movie,The Lovers and the Despot,2016,TV-14,"Documentaries, International Movies",98.0,0,2,12.0
Movie,The lynx,1982,TV-14,"Dramas, International Movies",82.0,0,1,0.0
Movie,The Mad Monk,1993,TV-14,"Comedies, International Movies, Sci-Fi & Fantasy",85.0,0,1,1.0
Movie,The Magic Pill,2017,TV-PG,Documentaries,90.0,0,2,8.0
TV Show,The Making of Frozen Planet,2012,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",0.0,1,3,3.0
Movie,The Man Who Would Be Polka King,2009,TV-14,"Documentaries, Music & Musicals",68.0,0,2,12.0
Movie,The Mask of Zorro,1998,PG-13,"Action & Adventure, Romantic Movies",138.0,0,1,1.0
Movie,The Matrix,1999,R,"Action & Adventure, Sci-Fi & Fantasy",136.0,0,1,1.0
Movie,The Matrix Reloaded,2003,R,"Action & Adventure, Sci-Fi & Fantasy",138.0,0,1,1.0
Movie,The Matrix Revolutions,2003,R,"Action & Adventure, Sci-Fi & Fantasy",129.0,0,1,1.0
Movie,The Mayo Clinic,2018,TV-14,Documentaries,116.0,0,2,12.0
Movie,The Mayor,2017,TV-MA,"Dramas, International Movies",130.0,0,2,7.0
Movie,"The Memphis Belle: A Story of a
Flying Fortress",1944,TV-PG,"Classic Movies, Documentaries",40.0,0,1,0.0
Movie,The Men Who Stare at Goats,2009,R,Comedies,94.0,0,2,11.0
TV Show,The Messengers,2015,TV-14,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",0.0,1,3,10.0
TV Show,The Mind of a Chef,2016,TV-PG,Docuseries,0.0,5,0,0.0
TV Show,The Minimighty Kids,2012,TV-G,"Kids' TV, TV Comedies",0.0,2,3,13.0
TV Show,The Ministry of Time,2017,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",0.0,3,3,16.0
Movie,The Model,2016,TV-MA,"Dramas, Independent Movies, International Movies",104.0,0,2,7.0
Movie,The Monster,2016,R,"Horror Movies, Independent Movies",91.0,0,2,11.0
Movie,The Monster of Mangatiti,2015,TV-MA,Dramas,70.0,0,2,3.0
TV Show,The Mortified Guide,2018,TV-MA,Docuseries,0.0,1,3,14.0
TV Show,The Most Beautiful Hands of Delhi,2017,TV-MA,"International TV Shows, TV Comedies, TV Dramas",0.0,1,3,2.0
Movie,The Muppets,2011,PG,"Children & Family Movies, Comedies",104.0,0,2,2.0
TV Show,The Murder Detectives,2015,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",0.0,1,3,14.0
Movie,The Music of Silence,2017,TV-PG,"Dramas, International Movies, Music & Musicals",115.0,0,2,1.0
Movie,The Naked Gun 2 1/2: The Smell of Fear,1991,PG-13,Comedies,85.0,0,1,1.0
Movie,The Naked Gun: From the Files of Police Squad!,1988,PG-13,"Comedies, Cult Movies",85.0,0,1,1.0
Movie,The Natural,1984,PG,"Classic Movies, Dramas, Sports Movies",138.0,0,1,0.0
Movie,The Negro Soldier,1944,TV-14,"Classic Movies, Documentaries",40.0,0,1,0.0
TV Show,The Netflix Afterparty,2021,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",0.0,1,3,15.0
Movie,The New Romantic,2018,TV-MA,"Comedies, Independent Movies, Romantic Movies",82.0,0,2,6.0
TV Show,The Nineties,2017,TV-14,Docuseries,0.0,1,3,6.0
Movie,The NSU-Complex,2016,TV-14,"Documentaries, International Movies",90.0,0,2,12.0
Movie,The Nutcracker and the Four Realms,2018,PG,Children & Family Movies,99.0,0,2,2.0
TV Show,The Office (U.S.),2012,TV-14,TV Comedies,0.0,9,0,1.0
Movie,The One I Love,2014,R,"Comedies, Dramas, Independent Movies",91.0,0,2,10.0
Movie,The Only Mother To You All,2008,TV-PG,"Comedies, International Movies",106.0,0,2,1.0
Movie,The Other Guys,2010,PG-13,"Action & Adventure, Comedies",108.0,0,2,14.0
Movie,The Parole Officer,2001,R,"Action & Adventure, Comedies",94.0,0,1,1.0
Movie,The Pass,2016,NR,"Dramas, Independent Movies, LGBTQ Movies",87.0,0,2,3.0
Movie,The Peacemaker,1997,R,Action & Adventure,124.0,0,1,1.0
Movie,The Pelican Brief,1993,PG-13,"Dramas, Thrillers",141.0,0,1,1.0
Movie,The Perfect Day,2018,TV-14,"Documentaries, International Movies, Sports Movies",93.0,0,2,12.0
Movie,The Perks of Being a Wallflower,2012,PG-13,"Comedies, Dramas",103.0,0,2,9.0
Movie,The Phantom of the Opera,2004,PG-13,"Dramas, Music & Musicals, Romantic Movies",141.0,0,2,9.0
Movie,The Physician,2013,R,"Action & Adventure, Dramas, International Movies",155.0,0,2,10.0
Movie,The Pink Panther,2006,PG,"Children & Family Movies, Comedies",93.0,0,2,2.0
Movie,The Pirate Fairy,2014,G,Children & Family Movies,78.0,0,2,16.0
Movie,The Pirates of Somalia,2017,R,Dramas,118.0,0,2,10.0
Movie,The Pirates! Band of Misfits,2012,PG,"Children & Family Movies, Comedies",88.0,0,2,2.0
Movie,The Place Beyond the Pines,2012,R,"Dramas, Independent Movies",140.0,0,2,10.0
Movie,The Plan,2015,TV-MA,"Dramas, International Movies, Thrillers",124.0,0,2,7.0
Movie,The Player,2012,TV-MA,"Comedies, International Movies",110.0,0,2,6.0
Movie,The Polar Express,2004,G,Children & Family Movies,100.0,0,2,2.0
Movie,The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,2017,TV-14,Documentaries,96.0,0,2,12.0
Movie,The President's Barber,2004,TV-MA,"Comedies, Dramas, International Movies",116.0,0,2,7.0
Movie,The Prince,2014,R,Action & Adventure,91.0,0,2,11.0
Movie,The Prince & Me,2004,PG,"Comedies, Romantic Movies",111.0,0,2,2.0
Movie,The Princess and the Frog,2009,G,Children & Family Movies,98.0,0,2,2.0
Movie,The Prison,2017,TV-MA,"Action & Adventure, Dramas, International Movies",125.0,0,2,7.0
Movie,The Pursuit,2019,TV-14,Documentaries,76.0,0,2,12.0
Movie,The Pursuit of Happyness,2006,PG-13,Dramas,117.0,0,2,9.0
Movie,The Push,2018,TV-MA,"Documentaries, Sports Movies",90.0,0,2,17.0
TV Show,The Pyramid Code,2009,TV-PG,"Docuseries, Science & Nature TV",0.0,1,3,3.0
Movie,The Rainbow Troops,2008,TV-PG,"Children & Family Movies, Dramas, International Movies",119.0,0,2,1.0
Movie,The Rainmaker,1997,PG-13,"Dramas, Thrillers",136.0,0,1,1.0
TV Show,The Rap Game,2016,TV-14,Reality TV,0.0,1,3,5.0
Movie,The Rat Race,2010,TV-PG,"Documentaries, International Movies",52.0,0,2,8.0
TV Show,The Real Football Factories,2006,TV-MA,"British TV Shows, Docuseries, International TV Shows",0.0,1,3,18.0
Movie,The Real Miyagi,2015,TV-PG,"Documentaries, Sports Movies",81.0,0,2,8.0
Movie,The Rebound,2016,TV-MA,"Documentaries, Sports Movies",77.0,0,2,17.0
Movie,The Redeemed and the Dominant: Fittest on Earth,2017,TV-14,"Documentaries, Sports Movies",120.0,0,2,12.0
Movie,The Rehearsal,2016,TV-MA,"Dramas, Independent Movies, International Movies",102.0,0,2,7.0
Movie,The Republic of Imbaba,2015,TV-14,"Dramas, International Movies",90.0,0,2,15.0
TV Show,The Returned,2015,TV-MA,"International TV Shows, TV Dramas, TV Horror",0.0,1,3,2.0
Movie,The Rezort,2016,TV-MA,"Horror Movies, International Movies",90.0,0,2,13.0
Movie,The Rift: The Dark Side of the Moon,2016,TV-MA,"Horror Movies, Independent Movies, Sci-Fi & Fantasy",92.0,0,2,13.0
Movie,The Right One,2011,TV-14,"Dramas, International Movies, Romantic Movies",93.0,0,2,15.0
Movie,The Ring,2002,PG-13,"Horror Movies, Thrillers",116.0,0,1,1.0
Movie,The Riot Club,2014,R,"Dramas, International Movies",107.0,0,2,10.0
Movie,The River Thief,2016,NR,"Dramas, Independent Movies",87.0,0,2,3.0
Movie,The River Wild,1994,PG-13,Action & Adventure,111.0,0,1,1.0
TV Show,The Road to Calvary,2017,TV-14,"International TV Shows, TV Dramas",0.0,1,3,10.0
Movie,The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,2016,TV-MA,"Documentaries, International Movies, Music & Musicals",101.0,0,2,17.0
Movie,The Roommate,2011,PG-13,Thrillers,91.0,0,2,14.0
Movie,The Rover,2014,R,"International Movies, Thrillers",103.0,0,2,11.0
Movie,THE RUM DIARY,2011,R,"Comedies, Dramas",120.0,0,2,10.0
Movie,The Runner,2015,R,"Dramas, Independent Movies",90.0,0,2,10.0
Movie,The Salvation,2014,R,"Dramas, Independent Movies, International Movies",92.0,0,2,10.0
Movie,The Sapphires,2012,PG-13,"Comedies, Dramas, Independent Movies",99.0,0,2,9.0
Movie,The Score,2001,R,"Dramas, Thrillers",124.0,0,1,1.0
Movie,The Sea of Trees,2015,PG-13,Dramas,111.0,0,2,9.0
Movie,The Search for Life in Space,2016,TV-G,Documentaries,32.0,0,2,18.0
Movie,The Secret Life of Pets 2,2019,PG,"Children & Family Movies, Comedies",86.0,0,2,2.0
Movie,The Seven Five,2014,R,Documentaries,104.0,0,2,18.0
TV Show,The Seventies,2015,TV-PG,Docuseries,0.0,1,3,7.0
Movie,The Shaukeens,2014,TV-MA,"Comedies, International Movies, Music & Musicals",123.0,0,2,6.0
Movie,The Show,2017,TV-MA,Dramas,105.0,0,2,3.0
Movie,The Sign of Venus,1955,TV-14,"Classic Movies, Comedies, Independent Movies",97.0,0,1,0.0
Movie,The Signal,2014,PG-13,"Sci-Fi & Fantasy, Thrillers",97.0,0,2,14.0
Movie,The Similars,2015,NR,"Horror Movies, Independent Movies, International Movies",90.0,0,2,13.0
Movie,The Sinking Of Van Der Wijck,2013,TV-14,"Dramas, International Movies, Romantic Movies",163.0,0,2,15.0
TV Show,The Sniffer,2017,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",0.0,3,3,16.0
Movie,The Social Network,2010,PG-13,Dramas,121.0,0,2,9.0
Movie,The Space Between Us,2016,PG-13,"Action & Adventure, Romantic Movies, Sci-Fi & Fantasy",120.0,0,2,14.0
Movie,The Spectacular Now,2013,R,"Dramas, Independent Movies, Romantic Movies",95.0,0,2,10.0
Movie,The spiral,1978,TV-MA,"Dramas, Independent Movies, International Movies",84.0,0,1,0.0
Movie,The Spy Next Door,2010,PG,"Action & Adventure, Children & Family Movies, Comedies",94.0,0,2,2.0
Movie,The Spy Who Fell to Earth,2019,TV-MA,"Documentaries, International Movies",94.0,0,2,17.0
Movie,The Stanford Prison Experiment,2015,R,"Dramas, Independent Movies, Thrillers",122.0,0,2,10.0
TV Show,The Story of God with Morgan Freeman,2017,TV-14,Docuseries,0.0,2,3,6.0
TV Show,The Story of Us with Morgan Freeman,2017,TV-14,Docuseries,0.0,1,3,6.0
Movie,The Student,2017,TV-14,Thrillers,90.0,0,2,0.0
Movie,The Sunshine Makers,2015,TV-MA,"Documentaries, International Movies",91.0,0,2,17.0
Movie,The Super,2017,R,Horror Movies,89.0,0,2,11.0
TV Show,The Super Mario Bros. Super Show!,1989,TV-Y7,Kids' TV,0.0,1,1,1.0
Movie,The Surrounding Game,2018,TV-14,Documentaries,98.0,0,2,12.0
Movie,The Taking of Pelham 123,2009,R,Action & Adventure,106.0,0,2,11.0
Movie,The Talented Mr. Ripley,1999,R,"Dramas, Thrillers",139.0,0,1,1.0
Movie,The Texas Chainsaw Massacre,1974,R,"Cult Movies, Horror Movies, Independent Movies",83.0,0,1,0.0
Movie,The Thief and the Imbecile,2013,TV-14,"Dramas, International Movies",96.0,0,2,15.0
Movie,The Tiger Hunter,2016,TV-14,"Comedies, Dramas, Independent Movies",94.0,0,2,4.0
Movie,The Tigers of Scotland,2017,TV-G,Documentaries,58.0,0,2,18.0
Movie,The Time Machine,2002,PG-13,"Action & Adventure, Sci-Fi & Fantasy",96.0,0,1,1.0
Movie,The Time Traveler's Wife,2009,PG-13,"Dramas, Romantic Movies, Sci-Fi & Fantasy",107.0,0,2,9.0
TV Show,The Traffickers,2016,TV-MA,"Crime TV Shows, Docuseries",0.0,1,3,14.0
Movie,The Tribes of Palos Verdes,2017,R,"Dramas, Independent Movies, Sports Movies",104.0,0,2,10.0
Movie,The Trigger Effect,1996,R,Thrillers,94.0,0,1,1.0
Movie,The Trip to Spain,2016,TV-MA,Comedies,108.0,0,2,6.0
Movie,The Trust,2015,R,Thrillers,91.0,0,2,11.0
Movie,The Truth About Alcohol,2016,TV-14,"Documentaries, International Movies",58.0,0,2,12.0
TV Show,The Tudors,2010,TV-MA,TV Dramas,0.0,4,0,0.0
Movie,The Tuxedo,2002,PG-13,"Action & Adventure, Comedies",99.0,0,1,1.0
TV Show,The Twilight Zone (Original Series),1963,TV-14,"Classic & Cult TV, TV Sci-Fi & Fantasy",0.0,4,1,0.0
Movie,The Ugly Truth,2009,R,"Comedies, Romantic Movies",96.0,0,2,11.0
Movie,The Unborn Child,2011,TV-MA,"Horror Movies, International Movies",93.0,0,2,13.0
TV Show,The Underwear,2017,TV-MA,"International TV Shows, TV Dramas, Teen TV Shows",0.0,1,3,2.0
TV Show,The Universe,2009,TV-14,"Docuseries, Science & Nature TV",0.0,1,3,6.0
Movie,The Unknown Girl,2016,TV-MA,"Dramas, International Movies",106.0,0,2,7.0
Movie,The Unknown Known,2013,PG-13,Documentaries,103.0,0,2,18.0
Movie,The Vatican Tapes,2015,PG-13,"Horror Movies, Thrillers",91.0,0,2,14.0
TV Show,The Vietnam War: A Film by Ken Burns and Lynn Novick,2017,TV-MA,Docuseries,0.0,1,3,14.0
Movie,The Walls of the Moon,2015,TV-14,"Action & Adventure, Dramas, International Movies",98.0,0,2,15.0
TV Show,The War: A Film by Ken Burns and Lynn Novick,2007,TV-14,Docuseries,0.0,1,3,6.0
Movie,The Water Diviner,2014,R,"Dramas, International Movies",111.0,0,2,10.0
Movie,The Water Horse: Legend of the Deep,2007,PG,Children & Family Movies,112.0,0,2,2.0
Movie,The Waterboy,1998,PG-13,"Comedies, Sports Movies",90.0,0,1,1.0
Movie,The Wedding Curse,2006,TV-PG,"Horror Movies, International Movies",101.0,0,2,1.0
Movie,The Wedding Party 2: Destination Dubai,2017,TV-14,"Comedies, International Movies, Romantic Movies",98.0,0,2,4.0
TV Show,The West Wing,2005,TV-14,TV Dramas,0.0,7,0,1.0
Movie,The Witch,2015,R,"Horror Movies, Independent Movies",92.0,0,2,11.0
Movie,The Witch Files,2018,TV-14,"Horror Movies, Thrillers",88.0,0,2,0.0
TV Show,The Womanizer,2010,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",0.0,1,3,15.0
Movie,The Women Who Kill Lions,2016,TV-MA,"Documentaries, International Movies",47.0,0,2,17.0
Movie,The Women's Balcony,2016,TV-PG,"Comedies, Dramas, Faith & Spirituality",100.0,0,2,1.0
Movie,The Workshop,2017,TV-MA,"Dramas, International Movies",114.0,0,2,7.0
Movie,The World Is Not Enough,1999,PG-13,Action & Adventure,128.0,0,1,1.0
Movie,The World's Most Wanted Animal,2018,TV-PG,Documentaries,53.0,0,2,8.0
